係 hai6
有 jau5
同 tung4
我 ngo5
一 jat1
齊 cai4
行 hang4
返 faan1
去 heoi3
梅 mui4
窩 wo1
因 jan1
為 wai4
呢 ni1
喺 hai2
行 hang4
山 saan1
嘅 ge3
途 tou4
中 zung1
其 kei4
實 sat6
都 dou1
經 ging1
過 gwo3
好 hou2
多 do1
村 cyun1
呀 aa3
咁 gam3
都 dou1
有 jau5
好 hou2
多 do1
好 hou2
惡 ok3
嘅 ge3
狗 gau2
如 ju4
果 gwo2
我 ngo5
自 zi6
己 gei2
一 jat1
個 go3
呢 ni1
我 ngo5
應 jing1
該 goi1
會 wui6
驚 ging1
嘅 ge3
馮 fung4
曉 hiu2
立 lap6
就 zau6
去 heoi3
咗 zo2
七 cat1
十 sap6
一 jat1
嗰 go2
度 dou6
買 maai5
咗 zo2
杯 bui1
思 si1
樂 lok6
冰 bing1
飲 jam2
咁 gam3
佢 keoi5
比 bei2
嗰 go2
杯 bui1
思 si1
樂 lok6
冰 bing1
我 ngo5
飲 jam2
嘅 ge3
時 si4
候 hau6
呢 ni1
我 ngo5
都 dou1
覺 gok3
得 dak1
好 hou2
正 zing3
因 jan1
為 wai4
好 hou2
冰 bing1
涼 loeng4
一 jat1
二 ji6
三 saam1
四 sei3
五 ng5
六 luk6
七 cat1
八 baat3
九 gau2
十 sap6
十 sap6
一 jat1
十 sap6
二 ji6
十 sap6
三 saam1
十 sap6
四 sei3
十 sap6
五 ng5
十 sap6
六 luk6
十 sap6
七 cat1
十 sap6
八 baat3
十 sap6
九 gau2
二 ji6
十 sap6
我 ngo5
哋 dei6
大 daai6
概 koi3
揸 zaa1
咗 zo2
一 jat1
個 go3
鐘 zung1
頭 tau4
之 zi1
後 hau6
就 zau6
去 heoi3
到 dou3
梅 mui4
窩 wo1
去 heoi3
到 dou3
呢 ni1
我 ngo5
哋 dei6
其 kei4
實 sat6
已 ji5
經 ging1
覺 gok3
得 dak1
好 hou2
熱 jit6
喇 laa3
咁 gam3
我 ngo5
哋 dei6
就 zau6
去 heoi3
咗 zo2
七 cat1
十 sap6
一 jat1
嗰 go2
度 dou6
買 maai5
咗 zo2
一 jat1
啲 di1
嘢 je5
飲 jam2
六 luk6
月 jyut6
十 sap6
四 sei3
號 hou6
係 hai6
我 ngo5
隻 zek3
狗 gau2
嘅 ge3
生 saang1
日 jat6
不 bat1
過 gwo3
我 ngo5
哋 dei2
冇 mou5
乜 mat1
做 zou6
乜 mat1
